# "Outgoing Spectral Radiance Values for OL 455-12-1 (Cal: 12-2) S/N: 04203031","[W/(sr cm^2 nm)]",140129,350.00,2500.00,1.00
# 6.145A Lamp current, 8,902 ft-L
Wavelength [nm],Spectral radiance [W/(sr cm^2 nm)]
2358.00,5.7062540E-06
2359.00,5.6910640E-06
2360.00,5.6759700E-06
2361.00,5.6572640E-06
2362.00,5.6385700E-06
2363.00,5.6199540E-06
2364.00,5.6014820E-06
2365.00,5.5832200E-06
2366.00,5.5652340E-06
2367.00,5.5475900E-06
2368.00,5.5303540E-06
2369.00,5.5135920E-06
2370.00,5.4973700E-06
2371.00,5.4835610E-06
2372.00,5.4703140E-06
2373.00,5.4575860E-06
2374.00,5.4453330E-06
2375.00,5.4335130E-06
2376.00,5.4220810E-06
2377.00,5.4109950E-06
2378.00,5.4002100E-06
2379.00,5.3896820E-06
2380.00,5.3793700E-06
2381.00,5.3686830E-06
2382.00,5.3581570E-06
2383.00,5.3477810E-06
2384.00,5.3375450E-06
2385.00,5.3274390E-06
2386.00,5.3174510E-06
2387.00,5.3075720E-06
2388.00,5.2977900E-06
2389.00,5.2880970E-06
2390.00,5.2784800E-06
2391.00,5.2686300E-06
2392.00,5.2588550E-06
2393.00,5.2491610E-06
2394.00,5.2395580E-06
2395.00,5.2300520E-06
2396.00,5.2206520E-06
2397.00,5.2113650E-06
2398.00,5.2021990E-06
2399.00,5.1931610E-06
2400.00,5.1842600E-06
2401.00,5.1765860E-06
2402.00,5.1689980E-06
2403.00,5.1614390E-06
2404.00,5.1538500E-06
2405.00,5.1461730E-06
2406.00,5.1383510E-06
2407.00,5.1303260E-06
2408.00,5.1220390E-06
2409.00,5.1134330E-06
2410.00,5.1044500E-06
2411.00,5.0928430E-06
2412.00,5.0808760E-06
2413.00,5.0686230E-06
2414.00,5.0561590E-06
2415.00,5.0435600E-06
2416.00,5.0308990E-06
2417.00,5.0182520E-06
2418.00,5.0056940E-06
2419.00,4.9932980E-06
2420.00,4.9811400E-06
2421.00,4.9711530E-06
2422.00,4.9614410E-06
2423.00,4.9519660E-06
2424.00,4.9426900E-06
2425.00,4.9335740E-06
2426.00,4.9245820E-06
2427.00,4.9156760E-06
2428.00,4.9068170E-06
2429.00,4.8979680E-06
2430.00,4.8890900E-06
2431.00,4.8795800E-06
2432.00,4.8700000E-06
2433.00,4.8603470E-06
2434.00,4.8506170E-06
2435.00,4.8408070E-06
2436.00,4.8309130E-06
2437.00,4.8209320E-06
2438.00,4.8108600E-06
2439.00,4.8006940E-06
2440.00,4.7904300E-06
2441.00,4.7797500E-06
2442.00,4.7689840E-06
2443.00,4.7581480E-06
2444.00,4.7472570E-06
2445.00,4.7363260E-06
2446.00,4.7253720E-06
2447.00,4.7144100E-06
2448.00,4.7034550E-06
2449.00,4.6925230E-06
2450.00,4.6816300E-06
2451.00,4.6713920E-06
2452.00,4.6611860E-06
2453.00,4.6509930E-06
2454.00,4.6407920E-06
2455.00,4.6305610E-06
2456.00,4.6202790E-06
2457.00,4.6099260E-06
2458.00,4.5994810E-06
2459.00,4.5889220E-06
2460.00,4.5782300E-06
2461.00,4.5670840E-06
2462.00,4.5557810E-06
2463.00,4.5443170E-06
2464.00,4.5326900E-06
2465.00,4.5208960E-06
2466.00,4.5089340E-06
2467.00,4.4968000E-06
2468.00,4.4844920E-06
2469.00,4.4720060E-06
2470.00,4.4593400E-06
2471.00,4.4457770E-06
2472.00,4.4320720E-06
2473.00,4.4182650E-06
2474.00,4.4043960E-06
2475.00,4.3905060E-06
2476.00,4.3766360E-06
2477.00,4.3628260E-06
2478.00,4.3491160E-06
2479.00,4.3355470E-06
2480.00,4.3221600E-06
2481.00,4.3133420E-06
2482.00,4.3045230E-06
2483.00,4.2954800E-06
2484.00,4.2859890E-06
2485.00,4.2758290E-06
2486.00,4.2647750E-06
2487.00,4.2526060E-06
2488.00,4.2390970E-06
2489.00,4.2240260E-06
2490.00,4.2071700E-06
2491.00,4.1883060E-06
2492.00,4.1672110E-06
2493.00,4.1436620E-06
2494.00,4.1174350E-06
2495.00,4.0883090E-06
2496.00,4.0560590E-06
2497.00,4.0204640E-06
2498.00,3.9812990E-06
2499.00,3.9383420E-06
2500.00,3.8913700E-06
