time (s),dT1 (C),dT2 (C),dT3 (C),dT4 (C),dT5 (C)
96.35000000000001,10.0,13.75000000000071,14.5,11.5,17.49999999999929
96.4,10.0,14.0,14.25,11.5,17.25
96.45,10.0,14.0,14.25,11.5,17.5
96.5,10.0,14.0,14.25,11.5,17.5
96.55000000000001,10.0,14.0,14.5,11.5,17.5
96.60000000000001,10.0,14.0,14.25,11.5,17.5
96.65,10.0,14.0,14.25,11.5,17.5
96.7,10.0,13.75,14.5,11.5,17.5
96.75,10.0,13.75,14.25,11.5,17.5
96.80000000000001,10.0,13.75000000000071,14.25,11.5,17.5
96.85000000000001,10.0,14.0,14.5,11.5,17.5
96.9,10.0,14.0,14.25,11.5,17.5
96.95,10.0,14.0,14.25,11.5,17.5
97.0,10.0,14.0,14.25,11.5,17.25
97.05000000000001,10.0,13.99999999999929,14.25,11.5,17.5
97.10000000000001,10.0,13.75,14.25,11.5,17.5
97.15,10.0,13.75,14.25,11.5,17.5
97.2,10.0,13.75,14.25,11.5,17.25
97.25,10.0,14.0,14.25,11.5,17.25
97.30000000000001,10.0,13.75,14.25,11.5,17.25
97.35000000000001,10.0,13.75,14.25,11.5,17.25
97.4,10.0,13.75,14.25,11.5,17.25
97.45,10.0,13.75,14.5,11.5,17.5
97.5,10.0,13.75,14.25,11.5,17.5
97.55000000000001,10.0,13.75,14.25,11.5,17.5
97.60000000000001,10.0,13.75,14.25,11.5,17.49999999999929
97.65,10.0,13.75,14.25,11.5,17.25
97.7,10.0,13.75,14.25,11.5,17.25
97.75,10.0,13.75,14.25,11.5,17.25
97.80000000000001,10.0,13.75,14.25,11.5,17.25
97.85000000000001,10.0,13.75,14.25,11.5,17.25
97.9,10.0,13.75,14.25,11.5,17.25
97.95,10.0,13.75,14.25,11.5,17.25
98.0,10.0,13.75,14.25,11.5,17.25
98.05000000000001,10.0,13.75,14.25,11.5,17.25
98.10000000000001,10.0,13.75,14.25,11.5,17.25000000000071
98.15,10.0,13.75,14.25,11.5,17.5
98.2,10.0,13.75,14.25,11.5,17.5
98.25,10.0,13.75,14.25,11.5,17.25
98.30000000000001,10.0,13.75,14.25,11.5,17.25
98.35000000000001,10.0,13.75,14.25,11.5,17.25
98.4,10.0,13.75,14.25,11.5,17.25
98.45,10.0,13.75,14.25,11.5,17.25
98.5,10.0,13.75,14.25,11.5,17.25
98.55000000000001,10.0,13.75,14.25,11.5,17.25
98.60000000000001,10.0,13.75000000000071,14.25,11.5,17.25
98.65,10.0,14.0,14.25,11.5,17.25
98.7,10.0,14.0,14.25,11.5,17.25
98.75,10.0,13.75,14.25,11.5,17.25
98.80000000000001,10.0,14.0,14.25,11.5,17.25
98.85000000000001,10.0,13.99999999999929,14.25,11.5,17.25
98.9,10.0,13.75,14.25,11.5,17.25
98.95,10.0,14.0,14.25,11.5,17.25
99.0,10.0,14.0,14.25,11.5,17.25
99.05000000000001,10.0,13.75,14.25,11.5,17.25
99.10000000000001,10.0,13.75,14.25,11.5,17.25
99.15,10.0,13.75,14.25,11.5,17.25
99.2,10.0,13.75,14.25,11.5,17.25
99.25,10.0,13.75,14.25,11.5,17.25
99.30000000000001,10.0,13.75,14.25,11.5,17.25
99.35000000000001,10.0,13.75,14.25,11.5,17.25
99.4,10.0,13.75,14.25,11.5,17.25
99.45,10.0,13.75,14.25,11.5,17.25
99.5,10.0,13.75,14.25,11.5,17.25
99.55000000000001,10.0,13.75,14.25,11.5,17.25
99.60000000000001,10.0,13.75,14.25,11.5,17.25
99.65,10.0,13.75,14.25,11.5,17.25
99.7,10.0,13.75,14.25,11.5,17.25
99.75,10.0,13.75,14.25,11.5,17.25
99.80000000000001,10.0,13.75,14.25,11.5,17.25
99.85000000000001,10.0,13.75,14.25,11.5,17.25
99.9,10.0,13.75,14.25,11.5,17.25
99.95,10.0,13.75,14.25,11.5,17.25
100.0,10.0,13.75,14.25,11.5,17.25
