Time (s),Evaporation rate (atoms/s),Evaporation rate lb (atoms/s),Evaporation rate ub (atoms/s),DiMES temperature (K),Pebble rod temperature (K)
1.703527199999371,2056841990952543.8,554282475364215.6,8518752678190913.0,591.5791687011719,1602.0416056910333
1.7045232000018586,2062678554101584.0,555723684971878.9,8540793373658156.0,589.3602966308594,1602.0947373052077
1.7055182000040077,2058455366433630.0,554700824218167.5,8524725678647652.0,591.1383728027344,1602.0625043737
1.7065141999992193,2059870079013528.5,554468222746684.8,8533558437047177.0,585.5991577148437,1601.8938026149494
1.7075092000013683,1951803745363124.8,521500302685312.9,8163260453483857.0,573.4704040527344,1598.933672238306
1.708504200003517,2013738742501322.5,540183381908394.25,8376738687669103.0,578.5017150878906,1600.5664693614237
1.709500199998729,1867058393318406.8,496100640974521.2,7870228181996243.0,568.3059448242187,1596.74281901275
1.710495200000878,1975512918138388.8,528631646498004.7,8245101330182346.0,575.19345703125,1599.5528793101712
1.7114912000033655,1973644596248796.8,528069003621475.94,8238656038625541.0,575.0507568359375,1599.5038988024378
1.7124861999982386,1915876498975580.2,510720001624552.0,8039097495976519.0,571.13583984375,1598.0021351286314
1.7134812000003876,1879203110343648.2,499735446317226.06,7912249465177121.0,568.98203125,1597.0557200259527
1.7144772000028752,1888402104653463.0,502489430870045.8,7944074404657465.0,569.5052856445312,1597.2928556281527
1.7154722000050242,1807485695582384.8,478282634671965.2,7664053104355574.0,565.17880859375,1595.2088495477778
1.7164682000002358,1791976022625591.0,473645498094081.0,7610370388398133.0,564.4039672851562,1594.8092641172066
1.7174632000023848,1791976022625591.0,473645498094081.0,7610370388398133.0,564.4039672851562,1594.8092641172066
1.718458200004534,1502483490036944.0,386927917052817.8,6609884665403271.0,550.5888122558594,1587.2215219961995
1.7194541999997457,1804412677104849.0,477363823043275.06,7653416648689495.0,565.0242370605469,1595.1296940304637
1.7204492000018945,1782501471871319.0,470812895952767.06,7577576997205631.0,563.9366821289062,1594.5650445527892
1.721445200004382,1756660555308261.2,463087323742567.2,7488140150100340.0,562.6818908691406,1593.8983396239576
1.7224401999992551,1743448079212441.8,459137057989370.3,7442414651848157.0,562.049658203125,1593.5570231308866
1.7234352000014042,1714798146946728.2,450570228393761.0,7343276162011037.0,560.695166015625,1592.815663571175
1.7244312000038915,1484034168845302.0,381371856208113.0,6546352563452917.0,549.6261047363281,1586.7211816418599
1.7254261999987648,1735098352536000.2,456640524774111.25,7413519783664703.0,561.6528076171875,1593.3411491860716
1.7264222000012523,1723299720364159.0,453112545624720.06,7372692387631070.0,561.0950988769531,1593.0358501905114
1.7274172000034014,1740116679258369.2,458140997886059.75,7430885913754909.0,561.8910888671875,1593.4709102906058
1.7284121999982744,1740116679258369.2,458140997886059.75,7430885913754909.0,561.8910888671875,1593.4709102906058
1.729408200000762,1731740701814104.2,455636564617045.8,7401900801479946.0,561.49375,1593.2542989517588
1.730403200002911,1731740701814104.2,455636564617045.8,7401900801479946.0,561.49375,1593.2542989517588
1.7313992000053986,1713090929011998.2,450059676289997.75,7337369272014956.0,560.6150268554687,1592.7714259199051
1.7323942000002717,1755019029909247.0,462596551395426.56,7482459027552426.0,562.6030334472656,1593.8559517188735
1.7333892000024207,1733420932036629.2,456138967612614.6,7407715122095161.0,561.5733093261719,1593.2977634681915
1.7343852000049085,1772906537553203.0,467944344522257.8,7544367554763366.0,563.467626953125,1594.3176072653182
1.735380199999781,1761566483124340.5,464554051835786.3,7505119219609013.0,562.9181274414062,1594.0249940846734
1.7363762000022689,1719906120197642.0,452097744009679.2,7360949985359361.0,560.9352783203125,1592.9479786532152
1.737371200004418,1678508704331991.0,439715504460544.44,7217736705748194.0,559.0008911132812,1591.8736008001445
1.738366199999291,1688963817652910.2,442843308169638.3,7253900365632241.0,559.48740234375,1592.1454044722122
1.7393622000017783,1743448079212441.8,459137057989370.3,7442414651848157.0,562.049658203125,1593.5570231308866
1.7403572000039276,1707955391061681.2,448523814691361.4,7319601076942039.0,560.3742736816406,1592.6383081135625
1.7413531999991392,1690700291107243.5,443362755459364.6,7259907125520458.0,559.5683044433594,1592.1905155461418
1.7423482000012882,1701077692738388.5,446466799512262.7,7295806531753435.0,560.0525268554687,1592.459922407238
1.7433442000037758,1707955391061681.2,448523814691361.4,7319601076942039.0,560.3742736816406,1592.6383081135625
1.7443391999986488,1699353137662348.5,445950985682902.9,7289840383173927.0,559.9719604492187,1592.4151726104938
