nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
446.2752,C I,2800*,446.25397,-0.0224205509446782
446.2752,C I,2800*,446.25397,-0.0224205509446782
461.242,B II,25*,461.29388,-0.024521895896130276
461.242,B II,25*,461.29388,-0.024521895896130276
464.438,N II,550,464.39816,-0.06429824199330653
464.843,B IV,320*,464.83505,-0.026140580806514033
464.843,B IV,320*,464.83505,-0.026140580806514033
464.843,B IV,320*,464.83505,-0.026140580806514033
464.843,B IV,320*,464.83505,-0.026140580806514033
464.843,B IV,320*,464.83505,-0.026140580806514033
464.843,B IV,320*,464.83505,-0.026140580806514033
464.872,C III,600,464.83505,-0.026140580806514033
474.3896,C I,4200,474.40332,-0.02220569760422201
481.001,C I,"690w,d",481.02295,-0.05539711649865023
486.018,N III,90,485.96466,-1.012910215020314
486.034,C I,1100bl(Nd II),485.96466,-1.012910215020314
486.8429,C II,17,486.87973,-0.02634813637408165
486.851,N III,150,486.87973,-0.02634813637408165
487.544,C I,2400bl(Ti II),487.49069,-0.03000892913481858
500.288,N II,650,500.31146,-0.0271666927791105
501.779,N II,360,501.78802,-0.022182992630339148
501.849,C I,9300*,501.78802,-0.022182992630339148
501.849,C I,9300*,501.78802,-0.022182992630339148
510.933,C II,"8h,bl",510.93057,-0.025442467646241335
513.437,C II,130w*,513.49927,-0.02301491428769223
513.471,C II,130w*,513.49927,-0.02301491428769223
525.0971,C II,8,525.15088,-0.02877361314955803
525.7553,C II,8,525.67767,-0.02277984429315434
536.916,C II,6h,536.96075,-0.0255701977657547
537.007,C II,6wh*,536.96075,-0.0255701977657547
537.007,C II,6wh*,536.96075,-0.0255701977657547
537.007,C II,6wh*,536.96075,-0.0255701977657547
551.63,C I,"1700d,l",551.57794,-0.022129944804688162
553.358,C I,1800bl?,553.37567,-0.02303991491550663
568.779,N II,450,568.85126,-0.045105006416391466
571.4095,C II,5,571.3457,-0.046095810249738786
596.5641,C I,7200,596.6109,-0.024321695314051917
604.413,C I,1400,604.43671,-0.03816621811479027
609.6977,C II,33,609.73303,-0.02480504808259328
610.0198,C II,30,609.99896,-0.02699386224166226
610.0611,C I,1600,609.99896,-0.02699386224166226
663.877,N I,185,663.86542,-0.021833560674887325
678.1801,C II,40,678.1098,0.03672795764399874
678.2481,C II,19,678.19366,-0.032663550765910425
708.9781,C I,18000,708.96985,-0.05499119073697475
714.616,C II,5,714.58038,-0.033128493420513376
722.6232,C I,4500,722.58276,-0.023329777055928112
757.616,C II,26*,757.63025,-0.05074833906166134
757.616,C II,26*,757.63025,-0.05074833906166134
757.616,C II,26*,757.63025,-0.05074833906166134
761.475,C III,150,761.44116,-0.12739042650589041
766.455,C I,27000,766.53339,-0.07330537158287884
783.9261,C I,7800,783.85492,-0.03182380245748889
794.679,C I,8100*,794.62683,-0.07636015489408086
794.679,C I,8100*,794.62683,-0.07636015489408086
795.3533,C I,4200,795.35284,-0.024522395107513077
804.7546,C I,27000,804.74652,-0.026898471387788232
819.027,N I,400,819.09528,-0.024036414488781962
821.298,N I,300,821.28436,-0.04601153031019718
843.3192,C I,7000,843.25513,-0.025544678755664147
